,zip,city,name,alias,state,locale,address,dolflag,branches,ownership,main_campus,state_fips,religious_affiliation,tuition_revenue_per_fte,instructional_expenditure_per_fte,peps_ownership,faculty_salary,online_only
165,90028,Los Angeles,American Academy of Dramatic Arts-Los Angeles,AADA,CA,11.0,1336 North La Brea Avenue,0,2,2,0,6,,27336.0,6498.0,Private Nonprofit,6749.0,0.0
166,94704-3029,Berkeley,Berkeley School of Theology,BST,CA,12.0,2606 Dwight Way,0,1,2,1,6,52.0,9795.0,28220.0,Private Nonprofit,7118.0,0.0
167,90027-1625,Los Angeles,American Film Institute Conservatory,AFI Conservatory,CA,11.0,2021 N Western Ave,0,1,2,1,6,,31958.0,5704.0,Private Nonprofit,10209.0,0.0
168,91790,West Covina,American Beauty College,,CA,21.0,652 S. Sunset Ave,0,1,3,1,6,,9848.0,4375.0,Proprietary,,0.0
169,90004,Los Angeles,American Career College-Los Angeles,,CA,11.0,4021 Rosewood Avenue,0,2,3,1,6,,13779.0,4671.0,Proprietary,7007.0,0.0
170,95841-4286,Sacramento,American River College,American River | ARC,CA,21.0,4700 College Oak Dr,1,1,1,1,6,,517.0,5683.0,Public,10991.0,0.0
171,93536-5426,Lancaster,Antelope Valley Community College District,,CA,21.0,3041 West  Ave K,1,1,1,1,6,,540.0,8053.0,Public,10708.0,0.0
172,91103,Pasadena,Art Center College of Design,,CA,12.0,1700 Lida St,0,1,2,1,6,,41439.0,26122.0,Private Nonprofit,8726.0,0.0
173,90017-1604,Los Angeles,Associated Technical College-Los Angeles,,CA,11.0,1670 Wilshire Blvd,0,1,3,1,6,,7568.0,770.0,Proprietary,,0.0
174,92108-1630,San Diego,Associated Technical College-San Diego,,CA,11.0,"2650 Camino Del Rio North, Ste. 100",0,1,3,1,6,,7680.0,2417.0,Proprietary,,0.0
175,91702-7000,Azusa,Azusa Pacific University,,CA,21.0,901 E Alosta,0,1,2,1,6,88.0,19443.0,11098.0,Private Nonprofit,10096.0,0.0
176,93305-1299,Bakersfield,Bakersfield College,,CA,11.0,1801 Panorama Dr,0,1,1,1,6,,485.0,6442.0,Public,11454.0,0.0
177,92311,Barstow,Barstow Community College,Barstow Community College,CA,32.0,2700 Barstow Road,0,1,1,1,6,,447.0,4724.0,Public,10814.0,0.0
178,91911,Chula Vista,Bellus Academy-Chula Vista,Bellus Academy,CA,11.0,"970 Broadway, Suite 110",0,1,3,1,6,,12883.0,5219.0,Proprietary,,0.0
179,92801,Anaheim,Bethesda University,Bethesda University,CA,11.0,730 N. Euclid St,0,1,2,1,6,99.0,6130.0,3605.0,Private Nonprofit,4123.0,0.0
180,90639-0001,La Mirada,Biola University,,CA,21.0,13800 Biola Ave,0,1,2,1,6,88.0,20383.0,12843.0,Private Nonprofit,8314.0,0.0
181,92805,Anaheim,Brownson Technical School,,CA,11.0,1110 Technology Cir Ste D,0,1,3,1,6,,10793.0,4851.0,Proprietary,,0.0
182,85281,Tempe,Bryan University,,AZ,12.0,350 W Washington St,0,1,3,1,4,,14786.0,4225.0,Proprietary,5631.0,0.0
183,95965-8399,Oroville,Butte College,,CA,42.0,3536 Butte Campus Drive,1,1,1,1,6,,1006.0,7417.0,Public,11596.0,0.0
184,94103,San Francisco,California Institute of Integral Studies,CIIS,CA,11.0,1453 Mission Street,0,1,2,1,6,,24449.0,12002.0,Private Nonprofit,9884.0,0.0
185,95003,Aptos,Cabrillo College,,CA,22.0,6500 Soquel Dr,1,1,1,1,6,,1546.0,12623.0,Public,10323.0,0.0
186,92504-3297,Riverside,California Baptist University,CBU,CA,11.0,8432 Magnolia Ave,0,1,2,1,6,75.0,19765.0,9514.0,Private Nonprofit,10668.0,0.0
187,94107-2247,San Francisco,California College of the Arts,,CA,11.0,1111 Eighth Street,0,1,2,1,6,,34731.0,22934.0,Private Nonprofit,9086.0,0.0
188,94102-4978,San Francisco,University of California College of the Law-San Francisco,UC Law SF,CA,11.0,200 McAllister Street,0,1,1,1,6,,28675.0,31906.0,Public,18115.0,0.0
189,91125,Pasadena,California Institute of Technology,Caltech,CA,12.0,1200 E California Blvd,0,1,2,1,6,,21271.0,119648.0,Private Nonprofit,22762.0,0.0
190,91360-2787,Thousand Oaks,California Lutheran University,,CA,12.0,60 W Olsen Rd,0,1,2,1,6,39.0,19832.0,11410.0,Private Nonprofit,10463.0,0.0
191,93407,San Luis Obispo,California Polytechnic State University-San Luis Obispo,Cal Poly,CA,23.0,1 Grand Ave.,0,1,1,1,6,,11393.0,11005.0,Public,11452.0,0.0
192,92131,San Diego,Alliant International University-San Diego,,CA,11.0,10455 Pomerado Road,0,7,3,1,6,,20821.0,9001.0,Proprietary,8132.0,0.0
193,93311-1099,Bakersfield,California State University-Bakersfield,CSU Bakersfield,CA,11.0,9001 Stockdale Hwy,0,1,1,1,6,,4299.0,8771.0,Public,10274.0,0.0
194,95382-0299,Turlock,California State University-Stanislaus,Stanislaus State,CA,23.0,One University Circle,0,1,1,1,6,,4488.0,10258.0,Public,10561.0,0.0
195,92407-2393,San Bernardino,California State University-San Bernardino,Cal State San Bernardino,CA,12.0,5500 University Parkway,1,1,1,1,6,,3739.0,9008.0,Public,10810.0,0.0
196,91768,Pomona,California State Polytechnic University-Pomona,,CA,21.0,3801 W Temple Avenue,1,1,1,1,6,,4942.0,7947.0,Public,11656.0,0.0
197,95929-0150,Chico,California State University-Chico,,CA,12.0,First and Normal Sts,1,1,1,1,6,,5406.0,8993.0,Public,10386.0,0.0
198,90747-0005,Carson,California State University-Dominguez Hills,CSUDH,CA,13.0,1000 E Victoria St,1,1,1,1,6,,3992.0,8248.0,Public,10743.0,0.0
199,93740,Fresno,California State University-Fresno,,CA,11.0,5241 N Maple Ave,0,1,1,1,6,,4004.0,8429.0,Public,10275.0,0.0
200,92832-3599,Fullerton,California State University-Fullerton,Cal State Fullerton,CA,21.0,800 N. State College Blvd.,0,1,1,1,6,,5386.0,7629.0,Public,11109.0,0.0
201,94542,Hayward,California State University-East Bay,Cal State East Bay,CA,21.0,25800 Carlos Bee Blvd,1,1,1,1,6,,6006.0,8096.0,Public,11430.0,0.0
202,90840-0115,Long Beach,California State University-Long Beach,Cal State Long Beach,CA,11.0,1250 Bellflower Blvd,0,1,1,1,6,,4862.0,9081.0,Public,11149.0,0.0
203,90032-8506,Los Angeles,California State University-Los Angeles,Cal State LA,CA,11.0,5151 State University Dr,0,1,1,1,6,,3407.0,7683.0,Public,11197.0,0.0
204,91330,Northridge,California State University-Northridge,CSUN,CA,11.0,18111 Nordhoff St,0,1,1,1,6,,4392.0,7702.0,Public,11094.0,0.0
205,95819-2694,Sacramento,California State University-Sacramento,Sacramento State,CA,11.0,6000 J St,0,1,1,1,6,,5896.0,8419.0,Public,10624.0,0.0
206,94720,Berkeley,University of California-Berkeley,UC Berkeley,CA,12.0,200 California Hall,0,1,1,1,6,,22710.0,21970.0,Public,20183.0,0.0
207,95616-8678,Davis,University of California-Davis,UC Davis,CA,23.0,One Shields Avenue,0,1,1,1,6,,19687.0,30954.0,Public,17719.0,0.0
208,92697,Irvine,University of California-Irvine,UCI  UC Irvine,CA,11.0,501 Aldrich Hall,0,1,1,1,6,,16847.0,28307.0,Public,18213.0,0.0
209,90095-1405,Los Angeles,University of California-Los Angeles,UCLA,CA,11.0,405 Hilgard Ave,0,1,1,1,6,,20454.0,68050.0,Public,21778.0,0.0
210,92521,Riverside,University of California-Riverside,UC Riverside,CA,11.0,900 University Ave,0,1,1,1,6,,13255.0,16077.0,Public,16295.0,0.0
211,92093,La Jolla,University of California-San Diego,UCSD UC San Diego,CA,11.0,9500 Gilman Dr,0,1,1,1,6,,19198.0,25949.0,Public,18460.0,0.0
212,94143-0244,San Francisco,University of California-San Francisco,"UCSF  UC San Francisco  University of California at San Francisco  University of California, San Francisco",CA,11.0,500 Parnassus Ave,0,1,1,1,6,,19278.0,181997.0,Public,14678.0,0.0
213,93106,Santa Barbara,University of California-Santa Barbara,UCSB  UC Santa Barbara,CA,22.0,5221 Cheadle Hall,0,1,1,1,6,,19182.0,15420.0,Public,19799.0,0.0
214,95064-1011,Santa Cruz,University of California-Santa Cruz,UC Santa Cruz,CA,13.0,1156 High St,0,1,1,1,6,,13333.0,12450.0,Public,16951.0,0.0
215,94303,Palo Alto,Sofia University,Institute of Transpersonal Psychology,CA,13.0,1069 East Meadow Cr,0,1,3,1,6,,12450.0,4594.0,Proprietary,6774.0,0.0
216,95354,Modesto,California Beauty School,,CA,12.0,1115 15th St,0,1,3,1,6,,16108.0,4030.0,Proprietary,,0.0
217,92840-1340,Garden Grove,Haven University,,CA,21.0,12761 Euclid St.,0,1,2,1,6,108.0,6261.0,8372.0,Private Nonprofit,1500.0,0.0
218,91942-5055,La Mesa,California Hair Design Academy,,CA,21.0,"8011 University Avenue, Suite A-2",0,1,3,1,6,,9962.0,2348.0,Proprietary,,0.0
219,91355-2397,Valencia,California Institute of the Arts,CalArts,CA,21.0,24700 W McBean Pky,0,1,2,1,6,,35943.0,31777.0,Private Nonprofit,10050.0,0.0
220,94590-8181,Vallejo,California State University Maritime Academy,California State University Maritime Academy,CA,12.0,200 Maritime Academy Dr,1,1,1,1,6,,8247.0,25645.0,Public,11356.0,0.0
221,92101-3046,San Diego,California Western School of Law,,CA,11.0,225 Cedar St,0,1,2,1,6,,38879.0,13654.0,Private Nonprofit,12652.0,0.0
222,94061-1099,Redwood City,Canada College,,CA,21.0,4200 Farm Hill Blvd.,1,1,1,1,6,,1041.0,6521.0,Public,11843.0,0.0
223,91355-1899,Santa Clarita,College of the Canyons,,CA,21.0,26455 Rockwell Canyon Rd,1,1,1,1,6,,1186.0,7557.0,Public,13677.0,0.0
224,92845,Garden Grove,Career Academy of Beauty,,CA,21.0,12471 Valley View,0,1,3,1,6,,14440.0,5702.0,Proprietary,,0.0
225,91403,Sherman Oaks,Casa Loma College-Los Angeles,,CA,11.0,15301 Ventura Blvd. Suite D-100,0,2,2,1,6,,15051.0,6566.0,Private Nonprofit,4015.0,0.0
226,92102,San Diego,CET-San Diego,,CA,11.0,4153 Market Street,0,12,2,0,6,,13132.0,9970.0,Private Nonprofit,,0.0
227,95110,San Jose,CET-San Jose,,CA,11.0,701 Vine St,1,12,2,1,6,,12257.0,18692.0,Private Nonprofit,,0.0
228,92243,El Centro,CET-El Centro,,CA,13.0,294 S 3rd St,0,12,2,0,6,,12813.0,12932.0,Private Nonprofit,,0.0
229,92324,Colton,CET-Colton,Institution relocated to the new address below,CA,21.0,1099 N. Pepper Ave,0,12,2,0,6,,13695.0,12406.0,Private Nonprofit,,0.0
230,95076,Watsonville,CET-Watsonville,,CA,13.0,10 Blanca Lane,0,12,2,0,6,,12695.0,11320.0,Private Nonprofit,,0.0
231,93906,Salinas,CET-Salinas,,CA,12.0,24 East Alvin Drive,0,12,2,0,6,,12259.0,8982.0,Private Nonprofit,,0.0
232,90650-6298,Norwalk,Cerritos College,,CA,21.0,11110 Alondra Blvd,1,1,1,1,6,,689.0,5454.0,Public,14412.0,0.0
233,93555-9571,Ridgecrest,Cerro Coso Community College,,CA,41.0,3000 College Heights Blvd,0,1,1,1,6,,559.0,6855.0,Public,11849.0,0.0
234,94545,Hayward,Chabot College,,CA,21.0,25555 Hesperian Blvd,1,1,1,1,6,,1269.0,8249.0,Public,12995.0,0.0
235,91737-3002,Rancho Cucamonga,Chaffey College,,CA,21.0,5885 Haven Ave,1,1,1,1,6,,543.0,6201.0,Public,12023.0,0.0
236,92866,Orange,Chapman University,,CA,12.0,One University Dr.,0,1,2,1,6,61.0,36301.0,20788.0,Private Nonprofit,13180.0,0.0
237,90059,Los Angeles,Charles R Drew University of Medicine and Science,CDU,CA,21.0,1731 E 120th St,0,1,2,1,6,,20749.0,20559.0,Private Nonprofit,9490.0,0.0
238,92612-3203,Irvine,Concordia University-Irvine,Concordia University Irvine,CA,11.0,1530 Concordia West,0,1,2,1,6,68.0,16484.0,8839.0,Private Nonprofit,7778.0,0.0
239,92071,Santee,San Diego Christian College,,CA,21.0,280 Riverview Parkway,0,1,2,1,6,88.0,14448.0,5296.0,Private Nonprofit,8527.0,0.0
240,94709-1211,Berkeley,Church Divinity School of the Pacific,CDSP,CA,12.0,2451 Ridge Road,0,1,2,1,6,73.0,2736.0,25310.0,Private Nonprofit,12998.0,0.0
241,91741-1899,Glendora,Citrus College,,CA,21.0,1000 W Foothill Blvd,0,1,1,1,6,,956.0,6051.0,Public,11217.0,0.0
242,95610-1410,Citrus Heights,Citrus Heights Beauty College,,CA,21.0,7518 Baird Way,1,1,3,1,6,,12795.0,12068.0,Proprietary,,0.0
243,94112-1898,San Francisco,City College of San Francisco,,CA,11.0,50 Frida Kahlo Drive,1,1,1,1,6,,1465.0,7291.0,Public,11237.0,0.0
244,91711-6160,Claremont,Claremont Graduate University,,CA,21.0,150 E Tenth St,0,1,2,1,6,,34266.0,28043.0,Private Nonprofit,14439.0,0.0
245,91711-6400,Claremont,Claremont McKenna College,,CA,21.0,500 E 9th St,0,1,2,1,6,,37494.0,42735.0,Private Nonprofit,16211.0,0.0
246,93277,Visalia,Milan Institute-Visalia,,CA,12.0,6500 S. Mooney Blvd.,1,2,3,1,6,,8870.0,3051.0,Proprietary,,0.0
247,93611,Clovis,Clovis Adult Education,,CA,21.0,1452 David E Cook Way,1,1,1,1,6,,739.0,6134.0,Public,,0.0
248,92708-2597,Fountain Valley,Coastline Community College,,CA,13.0,11460 Warner Ave.,1,1,1,1,6,,1424.0,3720.0,Public,13630.0,0.0
249,95134,San Jose,University of Silicon Valley,Cogswell College,CA,11.0,191 Baypointe Parkway,0,1,3,1,6,,35609.0,8018.0,Proprietary,8319.0,0.0
250,92801,Anaheim,Coba Academy,,CA,11.0,663 N. Euclid Street,0,1,3,1,6,,16594.0,12352.0,Proprietary,,0.0
251,91766-1854,Pomona,Western University of Health Sciences,WesternU,CA,21.0,309 E 2nd St,0,1,2,1,6,,51031.0,36656.0,Private Nonprofit,11847.0,0.0
252,95370,Sonora,Columbia College,Columbia Junior College  CC,CA,41.0,11600 Columbia College Dr,1,1,1,1,6,,153.0,7002.0,Public,9793.0,0.0
253,90015,Los Angeles,California College of ASU,,CA,11.0,1111 S. Broadway Suite,0,1,2,1,6,,15867.0,7505.0,Private Nonprofit,6406.0,0.0
254,90221-5393,Compton,Compton College,,CA,21.0,1111 East Artesia Blvd.,0,1,1,1,6,,562.0,7378.0,Public,11652.0,0.0
255,94806,San Pablo,Contra Costa College,CCC,CA,21.0,2600 Mission Bell Dr,1,1,1,1,6,,861.0,8730.0,Public,11023.0,0.0
256,95823-5799,Sacramento,Cosumnes River College,Cosumnes River | CRC,CA,11.0,8401 Center Parkway,1,1,1,1,6,,514.0,4588.0,Public,10686.0,0.0
257,92339-1799,Yucaipa,Crafton Hills College,CHC--Crafton Hills College,CA,21.0,11711 Sand Canyon Road,0,1,1,1,6,,762.0,4441.0,Public,11051.0,0.0
258,93403-8106,San Luis Obispo,Cuesta College,,CA,41.0,Highway 1,1,1,1,1,6,,1484.0,7155.0,Public,12090.0,0.0
259,92019,El Cajon,Cuyamaca College,,CA,21.0,900 Rancho San Diego Pky,0,1,1,1,6,,941.0,5204.0,Public,10572.0,0.0
260,90630-5897,Cypress,Cypress College,,CA,13.0,9200 Valley View,0,1,1,1,6,,825.0,6844.0,Public,13349.0,0.0
261,95014,Cupertino,De Anza College,,CA,13.0,21250 Stevens Creek Blvd.,1,1,1,1,6,,1522.0,6547.0,Public,11456.0,0.0
262,92260-2740,Palm Desert,International School of Beauty Inc,International School of Beauty,CA,13.0,72261 Hwy 111 Ste 121-B,0,1,3,1,6,,13735.0,1478.0,Proprietary,,0.0
263,92260,Palm Desert,College of the Desert,Desert Community College District,CA,13.0,43-500 Monterey Ave,1,1,1,1,6,,1035.0,6262.0,Public,11492.0,0.0
264,92121,San Diego,Design Institute of San Diego,,CA,11.0,8555 Commerce Ave,0,1,3,1,6,,28638.0,7437.0,Proprietary,6549.0,0.0
265,95482-6050,Ukiah,Dharma Realm Buddhist University,,CA,33.0,1991 Virtue Way,0,1,2,1,6,109.0,,,Private Nonprofit,,0.0
266,94523,Pleasant Hill,Diablo Valley College,"Diablo Valley, DVC",CA,21.0,321 Golf Club Rd,1,1,1,1,6,,1699.0,7631.0,Public,11276.0,0.0
267,94901-2298,San Rafael,Dominican University of California,DUofC,CA,13.0,50 Acacia Ave,1,1,2,1,6,,18889.0,13027.0,Private Nonprofit,9432.0,0.0
268,94708-1816,Berkeley,Dominican School of Philosophy & Theology,The Dominican School|DSPT|St. Albert's College|College of St. Albert the Great,CA,12.0,2301 Vine Street,0,1,2,1,6,30.0,4412.0,22962.0,Private Nonprofit,5318.0,0.0
269,91754-6099,Monterey Park,East Los Angeles College,,CA,21.0,1301 Avenida Cesar Chavez,1,1,1,1,6,,455.0,7640.0,Public,12540.0,0.0
270,90506,Torrance,El Camino Community College District,ECC,CA,21.0,16007 Crenshaw Blvd,0,1,1,1,6,,870.0,6080.0,Public,12762.0,0.0
271,90403,Santa Monica,Emperor's College of Traditional Oriental Medicine,Emperor's College,CA,13.0,"1807 Wilshire Blvd, Ste #200",0,1,3,1,6,,11198.0,3585.0,Proprietary,,0.0
272,95403-2126,Santa Rosa,Empire College,Empire College School of Law,CA,12.0,3035 Cleveland Ave,1,1,3,1,6,,18881.0,5775.0,Proprietary,,0.0
273,95135-1598,San Jose,Evergreen Valley College,,CA,11.0,3095 Yerba Buena Rd,0,1,1,1,6,,933.0,10229.0,Public,16877.0,0.0
274,90015-1421,Los Angeles,FIDM-Fashion Institute of Design & Merchandising,FIDM LA,CA,11.0,919 S Grand Ave,0,1,3,1,6,,26416.0,5656.0,Proprietary,4493.0,0.0
275,95971-9124,Quincy,Feather River Community College District,Feather River College,CA,43.0,570 Golden Eagle Ave,1,1,1,1,6,,1712.0,6891.0,Public,12374.0,0.0
276,95834,Sacramento,Federico Beauty Institute,,CA,21.0,1515 Sports Drive    Ste 100,1,1,3,1,6,,11146.0,5042.0,Proprietary,,0.0
277,93105-3538,Santa Barbara,Fielding Graduate University,Fielding|Fielding Institute|Fielding Graduate Institute,CA,13.0,2020 De La Vina St,0,1,2,1,6,,26713.0,12217.0,Private Nonprofit,6781.0,0.0
278,95062,Santa Cruz,Five Branches University,,CA,22.0,200 7th Avenue,0,2,3,1,6,,11168.0,2946.0,Proprietary,,0.0
279,90505,Torrance,Redondo Beach Beauty College,,CA,12.0,23800 Hawthorne Blvd # 200,0,1,3,1,6,,4793.0,2337.0,Proprietary,,0.0
280,94022,Los Altos Hills,Foothill College,,CA,21.0,12345 El Monte Rd,0,1,1,1,6,,1810.0,7801.0,Public,11800.0,0.0
281,92110,San Diego,Franciscan School of Theology,FST,CA,11.0,5998 Alcala Park,0,1,2,1,6,30.0,16111.0,26230.0,Private Nonprofit,7662.0,0.0
282,95501,Eureka,Fredrick and Charles Beauty College,,CA,33.0,831 F St,1,1,3,1,6,,11696.0,4402.0,Proprietary,,0.0
283,93741,Fresno,Fresno City College,,CA,11.0,1101 E. University Ave,0,1,1,1,6,,449.0,6194.0,Public,11385.0,0.0
284,93702-4709,Fresno,Fresno Pacific University,,CA,11.0,1717 S. Chestnut Ave,0,1,2,1,6,43.0,15149.0,7304.0,Private Nonprofit,8134.0,0.0
285,91182,Pasadena,Fuller Theological Seminary,,CA,12.0,135 N Oakland Ave,0,1,2,1,6,78.0,11974.0,10382.0,Private Nonprofit,8304.0,0.0
286,92832-2095,Fullerton,Fullerton College,,CA,21.0,321 E Chapman Avenue,0,1,1,1,6,,777.0,6450.0,Public,13188.0,0.0
287,95020,Gilroy,Gavilan College,,CA,41.0,5055 Santa Teresa Blvd,1,1,1,1,6,,800.0,7532.0,Public,11659.0,0.0
288,92008,Carlsbad,Gemological Institute of America-Carlsbad,GIA,CA,12.0,5345 Armada Dr,0,2,2,1,6,,35420.0,44312.0,Private Nonprofit,,0.0
289,91208-2894,Glendale,Glendale Community College,GCC | Glendale College,CA,12.0,1500 N Verdugo Rd,1,1,1,1,6,,939.0,6184.0,Public,10159.0,0.0
290,91203,Glendale,Glendale Career College,dba Glendale Career College,CA,12.0,240 North Brand Boulevard Lower Level,1,5,3,1,6,,19751.0,7373.0,Proprietary,6474.0,0.0
291,94105-2968,San Francisco,Golden Gate University,,CA,11.0,536 Mission Street,0,3,2,1,6,,8747.0,3956.0,Private Nonprofit,9992.0,0.0
292,92647-2710,Huntington Beach,Golden West College,,CA,21.0,15744 Goldenwest St.,0,1,1,1,6,,1358.0,3546.0,Public,13842.0,0.0
293,94709,Berkeley,Graduate Theological Union,GTU,CA,12.0,2400 Ridge Rd,0,1,2,1,6,,7942.0,19890.0,Private Nonprofit,8048.0,0.0
294,92020-1799,El Cajon,Grossmont College,,CA,21.0,8800 Grossmont College Dr,1,1,1,1,6,,747.0,6254.0,Public,11224.0,0.0
295,92506,Riverside,Salon Success Academy-Riverside,,CA,11.0,6780 Indiana Ave. Ste #200,0,1,3,1,6,,6821.0,1097.0,Proprietary,,0.0
296,93901,Salinas,Hartnell College,,CA,12.0,411 Central Avenue,0,1,1,1,6,,556.0,5232.0,Public,11716.0,0.0
297,91711,Claremont,Harvey Mudd College,"Mudd, HMC",CA,21.0,301 Platt Blvd.,0,1,2,1,6,,36866.0,35271.0,Private Nonprofit,14751.0,0.0
298,94014,Daly City,Hilltop Beauty School,,CA,21.0,6317 Mission St,1,1,3,1,6,,5944.0,1811.0,Proprietary,,0.0
299,93013,Carpinteria,Pacifica Graduate Institute,,CA,41.0,249 Lambert Rd,0,1,3,1,6,,21743.0,9900.0,Proprietary,8297.0,0.0
300,95521-8299,Arcata,California State Polytechnic University-Humboldt,Cal Poly Humboldt,CA,33.0,1 Harpst Street,1,1,1,1,6,,5688.0,12911.0,Public,10596.0,0.0
301,95207,Stockton,Humphreys University-Stockton and Modesto Campuses,,CA,11.0,6650 Inglewood Ave,0,2,2,1,6,,15348.0,8377.0,Private Nonprofit,6176.0,0.0
302,92251-0158,Imperial,Imperial Valley College,IVC,CA,41.0,380 E. Aten Road,1,1,1,1,6,,421.0,6399.0,Public,11834.0,0.0
303,95051-1303,Santa Clara,Institute for Business and Technology,,CA,12.0,2400 Walsh Avenue,1,3,3,1,6,,18096.0,4903.0,Proprietary,5872.0,0.0
304,92660,Newport Beach,Interior Designers Institute,,CA,13.0,1061 Camelback Street,0,1,3,1,6,,17240.0,4984.0,Proprietary,,0.0
305,92618-0301,Irvine,Irvine Valley College,,CA,11.0,5500 Irvine Center Drive,1,2,1,1,6,,1567.0,6173.0,Public,12857.0,0.0
306,92021,El Cajon,Bellus Academy-El Cajon,Bellus Academy,CA,21.0,1073 E Main St,0,1,3,1,6,,12698.0,5944.0,Proprietary,,0.0
307,90077-1519,Los Angeles,American Jewish University,AJU,CA,11.0,15600 Mulholland Dr,0,1,2,1,6,80.0,19750.0,52550.0,Private Nonprofit,12338.0,0.0
308,93654,Reedley,Reedley College,,CA,32.0,995 N Reed Ave,0,1,1,1,6,,507.0,7141.0,Public,11346.0,0.0
309,91773-3298,San Dimas,Life Pacific University,LIFE Bible College,CA,21.0,1100 W. Covina Blvd.,0,2,2,1,6,79.0,12681.0,7158.0,Private Nonprofit,6177.0,0.0
310,91750-4401,La Verne,University of La Verne,La Verne,CA,21.0,1950 Third St,0,1,2,1,6,,15730.0,8186.0,Private Nonprofit,10820.0,0.0
311,92651,Laguna Beach,Laguna College of Art and Design,LCAD,CA,41.0,2222 Laguna Canyon Rd,0,1,2,1,6,,25371.0,10940.0,Private Nonprofit,7673.0,0.0
312,96150,South Lake Tahoe,Lake Tahoe Community College,LTCC,CA,41.0,One College Drive,1,1,1,1,6,,1802.0,6846.0,Public,9620.0,0.0
313,93534,Lancaster,Lancaster Beauty School,,CA,21.0,44646 N 10th Street West,0,1,3,1,6,,5192.0,2331.0,Proprietary,,0.0
314,94607,Oakland,Laney College,,CA,11.0,900 Fallon Sreet,1,1,1,1,6,,844.0,6198.0,Public,11650.0,0.0
315,96130,Susanville,Lassen Community College,,CA,33.0,478-200 Hwy 139,1,1,1,1,6,,1828.0,10074.0,Public,7969.0,0.0
316,91746-3099,La Puente,Latin American Bible Institute,LABI College,CA,21.0,14209 East Lomitas Avenue,0,1,2,1,6,27.0,8021.0,11219.0,Private Nonprofit,,0.0
317,94545-2570,Hayward,Life Chiropractic College West,Life West,CA,21.0,25001 Industrial Blvd,0,2,2,1,6,,35381.0,18800.0,Private Nonprofit,7842.0,0.0
318,94612-2801,Oakland,Lincoln University,,CA,11.0,401 15th Street,0,1,2,1,6,,7009.0,6633.0,Private Nonprofit,5583.0,0.0
319,92019-1108,El Cajon,Southern California Seminary,,CA,21.0,2075 E. Madison Avenue,0,1,2,1,6,54.0,10878.0,8250.0,Private Nonprofit,5956.0,0.0
320,92505-8247,Riverside,La Sierra University,,CA,11.0,4500 Riverwalk Parkway,0,1,2,1,6,95.0,31569.0,13181.0,Private Nonprofit,8180.0,0.0
321,92350,Loma Linda,Loma Linda University,,CA,21.0,11139 Anderson Street,0,1,2,1,6,95.0,38718.0,28539.0,Private Nonprofit,11167.0,0.0
322,90808-1706,Long Beach,Long Beach City College,,CA,11.0,4901 E. Carson St.,1,1,1,1,6,,871.0,5422.0,Public,7932.0,0.0
